# wind_direction,wind_speed,rain_meter,solar_rad,soil_moisture_ectm,soil_temp_ectm,air_humid,air_temp,timed
# numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric, timestamp(y-M-d H:m:s)
196.396,6.454,0,43.868,42.352,10.5,62.272,12.1,7/22/2009 5:10
192.176,6.722,0,55.713,42.664,10.5,67.397,11.63,7/22/2009 5:15
194.989,7.409,0,75.015,42.352,10.6,74.039,11.14,7/22/2009 5:20
181.275,5.23,0,88.175,42.352,10.5,66.464,11.96,7/22/2009 5:25
212.923,7.225,0,114.935,42.456,10.6,65.408,12.12,7/22/2009 5:30
199.912,8.969,0,114.058,42.456,10.8,69.134,11.44,7/22/2009 5:35
201.67,7.024,0,154.416,42.56,10.6,65.129,12.44,7/22/2009 5:40
203.429,8.482,0,269.351,42.56,10.5,67.868,12.56,7/22/2009 5:45
220.659,7.225,0,282.512,42.352,10.6,71.07,12.7,7/22/2009 5:50
215.385,9.253,0,176.789,42.456,10.7,72.33,12.05,7/22/2009 5:55
198.857,8.147,0,239.521,42.56,10.4,67.635,11.88,7/22/2009 6:00
204.835,8.449,0,164.506,42.352,10.6,66.97,12.16,7/22/2009 6:05
210.11,9.036,0,327.696,42.352,10.5,71.621,12.09,7/22/2009 6:10
208,6.119,0,338.663,42.352,10.6,67.813,12.86,7/22/2009 6:15
198.505,8.952,0,352.263,42.352,10.5,64.723,13.34,7/22/2009 6:25
213.275,8.248,0,255.752,42.56,10.6,71.934,12.06,7/22/2009 6:30
212.923,7.711,0,308.833,42.248,10.5,71.769,12.58,7/22/2009 6:35
204.835,8.834,0,128.095,42.352,10.5,75.645,11.54,7/22/2009 6:40
218.901,7.829,0,407.975,42.456,10.7,79.14,11.2,7/22/2009 6:45
222.066,7.678,0,275.493,42.144,10.6,74.127,12.23,7/22/2009 6:50
219.253,6.001,0,465.881,42.248,10.6,67.777,13.73,7/22/2009 6:55
211.165,6.337,0,569.411,42.456,10.8,74.54,13.11,7/22/2009 7:00
190.769,7.745,0,536.071,42.248,10.3,70.284,13.24,7/22/2009 7:05
185.143,6.94,0,530.807,42.248,10.4,73.529,13.04,7/22/2009 7:10
169.67,7.627,0,578.184,42.144,10.5,69.873,13.36,7/22/2009 7:15
205.89,5.398,0,609.769,42.144,10.5,69.354,13.94,7/22/2009 7:20
170.022,6.303,0,441.315,42.456,10.5,73.287,13.82,7/22/2009 7:25
189.714,7.845,0,622.053,42.456,10.5,68.735,13.7,7/22/2009 7:30
197.802,7.091,0,303.13,42.56,10.5,69.204,13.72,7/22/2009 7:35
187.956,6.705,0,599.241,42.352,10.7,70.972,13.88,7/22/2009 7:40
179.165,5.616,0,592.222,42.144,10.5,70.983,14.36,7/22/2009 7:45
166.505,5.348,0,640.477,42.248,10.3,68.051,14.78,7/22/2009 7:50
163.341,4.191,0,643.109,42.144,10.5,64.401,14.76,7/22/2009 7:55
182.681,4.644,0,564.146,42.352,10.5,70.429,14.3,7/22/2009 8:00
167.912,4.979,0,713.299,42.04,10.3,65.193,15.08,7/22/2009 8:05
151.736,5.666,0,657.147,42.352,10.3,64.739,15.08,7/22/2009 8:15
151.736,5.783,0,802.79,42.248,10.6,64.511,15.24,7/22/2009 8:20
160.879,4.375,0,690.487,42.248,10.6,70.573,14.92,7/22/2009 8:25
150.681,4.962,0,522.033,42.248,10.3,72.731,14.1,7/22/2009 8:30
156.308,7.644,0,827.356,42.04,10.3,65.34,14.46,7/22/2009 8:35
155.253,5.281,0,778.224,42.456,10.2,66.046,14.64,7/22/2009 8:40
132.396,5.197,0,502.731,42.456,10.5,66.187,14.8,7/22/2009 8:45
147.516,3.872,0,871.225,42.248,10.5,66.912,15.57,7/22/2009 8:50
154.198,4.157,0,733.039,42.456,10.5,70.003,14.64,7/22/2009 8:55
186.901,4.912,0,345.244,42.144,10.4,66.422,15.18,7/22/2009 9:00
146.813,5.683,0,923.867,42.248,10.3,61.672,15.98,7/22/2009 9:05
197.802,4.325,0,938.343,42.248,10.3,64.783,16.16,7/22/2009 9:10
186.549,5.867,0,888.772,42.248,10.4,66.074,15.28,7/22/2009 9:15
163.341,5.515,0,599.241,42.456,10.5,64.756,14.68,7/22/2009 9:20
154.901,4.392,0,832.62,42.144,10.2,68.947,15,7/22/2009 9:25
197.451,4.945,0,830.866,42.248,10.5,71.86,15.28,7/22/2009 9:30
144.352,5.767,0,860.696,42.144,10.3,67.557,15.12,7/22/2009 9:35
182.681,4.325,0,827.356,42.144,10.4,65.376,15.16,7/22/2009 9:40
148.571,5.13,0,597.486,42.352,10.6,68.836,14.4,7/22/2009 9:45
209.055,4.04,0,811.564,42.04,10.4,69.114,14.86,7/22/2009 9:50
190.418,4.861,0,932.64,42.144,10.4,71.505,14.27,7/22/2009 9:55
151.385,3.638,0,425.523,42.248,10.5,67.674,15.15,7/22/2009 10:00
161.582,5.163,0,618.543,42.248,10.5,64.318,15.11,7/22/2009 10:05
135.56,7.661,0,669.43,42.352,10.5,66.273,15.13,7/22/2009 10:10
142.593,9.622,0,210.568,42.144,10.7,72.6,13.57,7/22/2009 10:15
146.11,7.778,0,79.84,42.144,10.6,74.959,12.48,7/22/2009 10:20
112,3.52,0,199.601,42.144,10.5,74.665,12.44,7/22/2009 10:25
247.385,1.274,0,218.464,42.352,10.4,70.421,13.11,7/22/2009 10:30
167.56,1.911,0.254,220.219,42.248,10.6,72.871,13.19,7/22/2009 10:35
136.967,2.079,0,736.549,42.248,10.5,65.779,14.72,7/22/2009 10:40
164.396,1.475,0,571.165,42.456,10.5,59.619,15.21,7/22/2009 10:45
155.253,1.391,0,490.448,42.456,10.4,62.078,15.27,7/22/2009 10:50
191.473,1.894,0,481.674,42.352,10.6,63.499,15.16,7/22/2009 10:55
161.231,1.609,0,367.616,42.352,10.5,63.298,16.36,7/22/2009 11:00
82.286,1.073,0,262.771,42.56,10.7,69.101,15.54,7/22/2009 11:05
173.538,1.794,0,143.011,42.144,10.6,74.816,14.22,7/22/2009 11:10
98.374,0.503,0,28.076,42.352,10.5,79.372,11.58,7/22/2009 11:20
164.747,0.469,0,22.812,42.456,10.6,79.505,11.28,7/22/2009 11:25
185.143,1.878,0.762,36.411,42.664,10.6,75.003,10.92,7/22/2009 11:30
107.429,2.012,0.508,125.463,42.56,10.7,79.279,11.27,7/22/2009 11:35
97.407,3.772,0,265.842,42.664,10.6,77.338,11.46,7/22/2009 11:40
183.033,1.173,0,371.126,42.56,10.6,76.232,12.02,7/22/2009 11:45
154.198,3.319,0,820.337,42.456,10.6,78.744,12.96,7/22/2009 11:50
147.165,4.057,0,518.523,42.352,10.4,69.537,13.6,7/22/2009 11:55
146.813,3.587,0,409.73,42.352,11,66.239,14.3,7/22/2009 12:00
145.758,3.604,0,257.946,42.456,10.8,62.419,13.67,7/22/2009 12:05
164.044,3.956,0,106.161,42.248,10.8,67.498,13.1,7/22/2009 12:10
141.538,6.169,0,186.879,42.456,10.8,68.403,12.64,7/22/2009 12:15
137.319,5.733,0,166.7,42.248,10.8,61.033,12.94,7/22/2009 12:20
132.747,8.65,0,113.18,42.352,10.8,70.126,12.12,7/22/2009 12:25
141.538,5.85,0,650.128,42.456,10.8,66.92,12.96,7/22/2009 12:30
131.692,8.969,0,744.884,42.456,10.9,60.013,14.18,7/22/2009 12:35
140.132,7.996,0,90.369,42.248,10.8,58.801,13.55,7/22/2009 12:40
145.846,6.638,0.254,76.331,42.352,10.9,67.585,12.06,7/22/2009 12:45
149.275,3.638,0.254,107.916,42.144,10.7,68.93,11.51,7/22/2009 12:50
143.736,5.297,0,206.181,42.352,11.1,61.388,12.82,7/22/2009 12:55
146.813,7.544,0.254,147.836,42.664,11.1,60.652,13.09,7/22/2009 13:00
135.56,5.482,0,118.006,42.248,11,63.058,12.88,7/22/2009 13:05
138.725,8.65,0,243.03,42.248,11,60.994,13.59,7/22/2009 13:15
146.462,4.359,0,321.993,42.56,10.8,58.19,14.17,7/22/2009 13:20
161.231,5.381,0,608.015,42.56,10.8,56.595,14.43,7/22/2009 13:25
143.297,5.331,0,325.503,42.144,11,59.536,14.68,7/22/2009 13:30
116.308,5.716,0,320.239,42.248,10.8,58.297,14.48,7/22/2009 13:35
139.78,6.437,0,629.072,42.248,11.1,56.899,15.26,7/22/2009 13:40
141.538,7.443,0,848.413,42.04,11,55.89,15.13,7/22/2009 13:45
146.813,5.683,0,734.355,42.248,11,55.863,15.56,7/22/2009 13:50
144,4.208,0,815.073,42.248,11.1,58.833,15.46,7/22/2009 13:55
148.22,3.336,0,343.05,42.248,11,55.68,15.34,7/22/2009 14:00
141.187,5.348,0,409.73,42.248,11,58.595,15.26,7/22/2009 14:05
146.813,4.241,0,848.413,42.144,10.9,52.716,16.13,7/22/2009 14:10
138.022,4.359,0,298.305,42.352,11,57.252,15.82,7/22/2009 14:15
133.099,5.197,0,276.37,42.144,11.1,59.663,15.3,7/22/2009 14:20
138.022,6.437,0,255.314,42.248,11.2,60.62,15.24,7/22/2009 14:25
141.538,4.208,0,218.464,42.144,11.2,64.266,15.14,7/22/2009 14:30
149.626,4.761,0,233.379,41.936,10.9,62.277,14.9,7/22/2009 14:35
148.923,4.493,0,207.936,42.248,11.2,66.598,14.75,7/22/2009 14:40
148.22,5.096,0,251.804,42.248,11.2,66.279,14.69,7/22/2009 14:45
147.516,5.867,0,306.201,42.144,11.3,66.141,14.7,7/22/2009 14:50
144,7.661,0,348.753,42.04,11.3,66.316,14.42,7/22/2009 14:55
153.143,6.203,0,242.153,42.144,11,65.417,14.58,7/22/2009 15:00
157.363,4.66,0,225.922,42.248,11.2,65.218,14.25,7/22/2009 15:05
149.978,5.18,0,200.039,42.352,11.1,63.418,14.34,7/22/2009 15:10
152.088,6.152,0,159.242,41.832,11.1,64.637,13.99,7/22/2009 15:15
180.571,6.823,0,204.426,42.248,11.1,66.147,13.94,7/22/2009 15:20
146.813,7.443,0,166.7,42.144,10.9,69.794,13.52,7/22/2009 15:25
157.011,6.303,0,204.426,42.144,11.2,73.071,13.4,7/22/2009 15:30
145.407,6.286,0,169.332,41.936,11.2,69.671,13.59,7/22/2009 15:35
155.604,6.789,0,193.898,41.832,11.1,68.541,13.54,7/22/2009 15:40
187.604,4.023,0,160.558,42.144,11.1,72.474,13.33,7/22/2009 15:45
171.78,5.364,0,154.416,41.936,11,74.224,13.1,7/22/2009 15:50
169.319,4.258,0,145.643,42.04,11.3,74.169,13.09,7/22/2009 15:55
153.495,6.504,0,172.841,42.248,10.9,75.779,12.94,7/22/2009 16:00
162.286,6.638,0,155.294,41.832,11,73.12,13.38,7/22/2009 16:05
151.033,5.867,0,183.808,42.04,11,73.742,13.32,7/22/2009 16:10
174.593,6.471,0,125.902,41.936,11.3,70.186,13.44,7/22/2009 16:15
169.67,4.677,0,136.43,41.728,11.2,73.649,13.25,7/22/2009 16:20
171.077,5.046,0,114.935,41.832,11.1,71.744,13.28,7/22/2009 16:25
155.253,3.906,0,134.237,42.04,11.2,75.351,13.13,7/22/2009 16:30
174.593,4.325,0,119.76,41.832,11,74.336,13.14,7/22/2009 16:35
149.275,4.945,0,123.709,42.144,11,73.874,13.19,7/22/2009 16:40
187.253,5.783,0,118.444,41.832,11.2,79.081,12.66,7/22/2009 16:45
154.901,3.537,0,112.303,41.936,11.2,77.962,12.73,7/22/2009 16:50
242.813,6.504,0,94.317,41.936,11.1,76.296,13.07,7/22/2009 16:55
181.275,3.654,0,106.161,42.248,11.2,78.967,12.48,7/22/2009 17:00
172.484,4.694,0,117.567,42.04,11.1,76.642,12.88,7/22/2009 17:05
151.736,5.834,0,100.02,41.936,11.2,76.355,12.86,7/22/2009 17:10
186.901,6.555,0,93.878,41.832,11.3,77.647,12.68,7/22/2009 17:15
181.275,5.549,0,90.807,42.04,11.2,75.377,13,7/22/2009 17:20
176.352,5.381,0,86.859,42.144,11.2,75.047,13.04,7/22/2009 17:25
153.846,5.566,0,80.718,41.936,11.1,78.355,12.56,7/22/2009 17:30
184.791,6.32,0,60.1,42.04,11.2,77.505,12.73,7/22/2009 17:35
160.176,5.13,0,49.571,42.144,11.1,76.462,12.88,7/22/2009 17:45
162.286,5.297,0,40.798,42.04,11.3,76.681,12.7,7/22/2009 17:50
145.407,5.901,0,42.114,42.248,11.2,74.117,13.09,7/22/2009 18:00
184.088,5.482,0,39.043,41.936,11,75.594,12.92,7/22/2009 18:05
140.484,5.431,0,35.972,41.832,11.3,78.311,12.47,7/22/2009 18:10
200.967,6.018,0,24.566,41.936,11.2,78.345,12.63,7/22/2009 18:15
168.264,5.901,0,18.425,42.04,11.1,78.62,12.5,7/22/2009 18:30
190.066,7.158,0,15.793,42.144,11,78.137,12.6,7/22/2009 18:35
177.758,4.074,0,13.599,41.936,11,79.571,12.38,7/22/2009 18:40
165.451,5.163,0,13.599,42.04,11.1,78.634,12.45,7/22/2009 18:45
167.912,2.85,0,9.212,41.936,11.1,79.523,12.16,7/22/2009 18:50
187.956,5.549,0,7.896,42.144,11.2,79.706,12.2,7/22/2009 18:55
141.187,5.381,0,4.387,41.936,11,78.62,12.15,7/22/2009 19:00
177.055,4.845,0,2.632,41.832,11.1,78.739,12.47,7/22/2009 19:05
179.868,4.928,0,0.877,41.728,11.2,78.808,12.44,7/22/2009 19:10
166.154,2.297,0,0.439,41.832,11,79.11,11.98,7/22/2009 19:15
191.121,6.203,0,0.439,41.936,11.1,79.31,12.1,7/22/2009 19:20
192.527,6.32,0,0,41.936,11.1,77.947,12.54,7/22/2009 19:25
170.725,3.939,0,0.439,42.04,11.1,79.333,11.86,7/22/2009 19:30
190.769,5.7,0,0,41.832,10.9,78.535,12.22,7/22/2009 19:35
180.659,5.85,0,0,41.624,11.2,78.566,11.9,7/22/2009 19:45
168.264,5.683,0,0.877,41.832,11.2,79.134,12.21,7/22/2009 19:50
140.835,3.839,0,0,42.04,11.2,79.649,11.94,7/22/2009 19:55
185.846,7.074,0,0.439,42.144,11,79.199,12.16,7/22/2009 20:00
157.714,3.789,0,0,41.728,11.2,78.248,11.82,7/22/2009 20:05
145.055,4.644,0,0,41.832,11,79.526,12.06,7/22/2009 20:10
171.78,5.767,0,0,41.832,11.1,78.13,11.86,7/22/2009 20:15
146.813,3.152,0,0.439,41.832,11,78.622,12.16,7/22/2009 20:20
142.945,3.504,0,0,41.728,10.9,78.289,11.66,7/22/2009 20:25
155.604,4.593,0,0,41.728,11.1,78.939,12,7/22/2009 20:30
146.549,5.096,0,0,41.728,11.1,79.343,12.02,7/22/2009 20:35
147.165,6.42,0,0,42.248,11.1,78.769,12.26,7/22/2009 20:40
153.143,4.845,0,0,41.728,11.1,78.316,12.02,7/22/2009 20:45
145.407,6.823,0,0,41.936,11,76.664,11.88,7/22/2009 20:50
153.846,5.633,0,0,41.936,11.1,79.001,11.94,7/22/2009 20:55
145.055,4.543,0,0,42.04,11.1,77.591,11.94,7/22/2009 21:00
153.846,4.895,0,0,41.728,11.2,78.631,11.85,7/22/2009 21:05
152.088,6.789,0,0,41.936,11,74.603,11.75,7/22/2009 21:10
147.868,6.035,0,0.439,41.832,11.1,79.156,11.85,7/22/2009 21:15
165.802,6.756,0,0,41.832,10.8,78,11.96,7/22/2009 21:20
159.473,5.079,0,0,41.936,11,78.89,12.12,7/22/2009 21:25
138.374,8.181,0,0,41.936,11.1,78.198,12.06,7/22/2009 21:30
146.11,5.817,0,0,41.832,11.1,76.868,11.88,7/22/2009 21:35
189.363,2.749,0,0.439,42.248,11,79.079,11.84,7/22/2009 21:40
160.879,3.47,0,0.439,42.144,11,78.514,12.24,7/22/2009 21:45
155.253,3.839,0,0,41.728,11.1,78.645,12.15,7/22/2009 21:50
181.626,4.711,0,0,41.728,10.8,78.868,12.25,7/22/2009 21:55
170.374,3.118,0,0.877,42.04,11.1,78.093,12.04,7/22/2009 22:00
186.901,5.281,0,0,42.144,11,78.627,12.3,7/22/2009 22:05
202.725,6.152,0,0,41.728,10.8,79.722,12.16,7/22/2009 22:10
169.67,3.738,0,0,42.04,11.1,78.134,12.47,7/22/2009 22:15
160.879,5.901,0,0.439,42.352,11,78.039,12.38,7/22/2009 22:20
159.121,4.644,0,0.439,41.832,11,79.89,12.02,7/22/2009 22:25
194.989,5.046,0,0.439,41.832,11.2,78.872,12.04,7/22/2009 22:30
170.374,3.034,0,0.439,41.832,11.3,78.224,11.83,7/22/2009 22:35
156.308,2.163,0,0,41.936,10.8,78.231,11.86,7/22/2009 22:40
172.132,3.654,0,0,41.936,10.9,77.828,11.98,7/22/2009 22:45
144.352,5.683,0,0,42.144,11,79.174,11.93,7/22/2009 22:50
193.934,5.029,0,0,41.728,10.9,77.228,11.66,7/22/2009 22:55
185.143,4.912,0,0,42.04,11,77.152,11.78,7/22/2009 23:00
211.165,8.181,0,0,41.728,10.9,70.485,11.6,7/22/2009 23:05
199.209,7.292,0,0,42.04,11.1,78.243,11.8,7/22/2009 23:10
229.099,7.912,0,0.439,42.04,10.7,76.554,11.6,7/22/2009 23:15
231.56,7.242,0,0,41.832,10.9,78.406,11.74,7/22/2009 23:20
194.637,8.248,0,0,42.04,10.8,66.795,11.34,7/22/2009 23:25
217.495,8.432,0,0.439,42.04,11,70.109,11.32,7/22/2009 23:30
215.385,7.46,0,0,42.04,10.6,66.481,11.28,7/22/2009 23:35
210.11,7.409,0,0,41.936,11,72.702,11.39,7/22/2009 23:40
201.319,9.354,0,0,42.248,10.7,54.402,11.32,7/22/2009 23:45
196.044,7.795,0,0,42.04,10.7,66.249,11.22,7/22/2009 23:50
207.648,7.426,0,0.439,41.936,10.9,74.115,11.52,7/22/2009 23:55
189.011,6.89,0,0.439,42.352,10.8,72.042,11.39,7/23/2009 0:00
162.989,4.593,0,1.755,42.144,10.7,78.381,11.62,7/23/2009 0:05
184.44,5.683,0,0.877,42.144,10.9,78.895,11.68,7/23/2009 0:10
172.835,4.174,0,0,41.832,10.8,78.643,12.14,7/23/2009 0:15
147.165,4.09,0,0.439,42.248,10.9,78.811,11.99,7/23/2009 0:20
176.703,6.504,0,0,42.144,10.9,78.5,11.94,7/23/2009 0:25
197.802,6.923,0,0,42.144,10.9,79.556,11.74,7/23/2009 0:30
212.571,6.052,0,1.316,41.936,10.9,79.73,11.4,7/23/2009 0:35
222.066,7.778,0,0.439,42.248,10.5,79.453,11.84,7/23/2009 0:40
190.418,7.292,0,0,41.728,11,79.933,11.76,7/23/2009 0:45
196.044,8.13,0,0,41.936,11,74.575,11.48,7/23/2009 0:50
212.923,9.723,0,0,41.728,10.8,72.391,11.15,7/23/2009 0:55
213.626,8.231,0,0,42.04,11,68.359,11.21,7/23/2009 1:00
216.088,8.197,0,0,42.04,10.7,72.679,11.14,7/23/2009 1:05
209.758,7.125,0,0.877,42.248,10.7,66.882,11.06,7/23/2009 1:10
204.835,7.51,0,0,41.832,10.8,74.964,11.36,7/23/2009 1:15
194.637,7.409,0,0,42.04,10.8,75.362,11.29,7/23/2009 1:20
215.385,7.007,0,0,41.832,10.9,70.374,11.16,7/23/2009 1:25
200.264,9.036,0,0,42.04,10.7,72.486,11.23,7/23/2009 1:30
212.923,7.393,0,0.439,42.144,10.6,74.967,11.5,7/23/2009 1:35
218.901,6.521,0,0.877,42.144,10.8,75.648,11.18,7/23/2009 1:40
209.055,6.353,0,0,41.728,10.6,76.697,11.55,7/23/2009 1:45
212.923,7.292,0,0,42.04,10.7,75.999,11.39,7/23/2009 1:50
193.934,6.99,0,0,42.248,10.8,74.979,11.18,7/23/2009 1:55
189.363,6.085,0,0,42.456,10.9,76.858,11.59,7/23/2009 2:00
206.242,6.42,0,0,42.04,10.9,73.014,11.24,7/23/2009 2:05
198.505,7.309,0,0,42.04,10.7,78.523,11.58,7/23/2009 2:10
196.044,5.566,0,0.439,41.832,10.8,79.776,11.61,7/23/2009 2:15
179.868,7.292,0,0,42.04,10.7,75.908,11.32,7/23/2009 2:20
166.857,3.973,0,0,42.04,10.8,74.494,11.08,7/23/2009 2:25
184.44,5.716,0,0.439,42.04,10.8,79.14,11.66,7/23/2009 2:30
206.945,7.409,0,0.439,42.248,10.8,74.732,10.98,7/23/2009 2:35
183.033,7.862,0,0,41.832,10.7,78.791,11.2,7/23/2009 2:40
162.637,7.627,0,0.877,41.728,10.5,78.741,11.43,7/23/2009 2:45
172.484,4.241,0,0,42.04,10.9,79.084,11.4,7/23/2009 2:50
154.549,4.291,0,0,42.144,10.8,72.639,10.94,7/23/2009 2:55
135.912,5.515,0,0.439,42.04,10.7,75.141,11.09,7/23/2009 3:00
148.923,6.487,0,0,41.936,10.6,75.947,11.14,7/23/2009 3:05
157.011,6.571,0,0.439,41.936,10.7,79.647,11.36,7/23/2009 3:10
146.462,7.996,0,0,41.832,10.4,69.72,10.68,7/23/2009 3:15
146.11,7.594,0,1.755,42.144,10.8,71.458,10.7,7/23/2009 3:20
145.055,7.879,0,0,41.936,10.5,73.672,10.74,7/23/2009 3:25
146.462,6.739,0,0.439,42.04,10.8,75.579,10.97,7/23/2009 3:30
140.132,9.086,0,0,42.04,10.6,68.606,10.64,7/23/2009 3:35
154.901,7.544,0,0.439,42.04,10.6,73.77,10.84,7/23/2009 3:40
145.055,5.046,0,0,41.832,10.7,76.027,10.91,7/23/2009 3:45
145.407,9.371,0,0,41.832,10.6,70.497,10.68,7/23/2009 3:50
145.055,9.086,0,0,41.936,10.7,73.405,10.84,7/23/2009 3:55
155.604,9.036,0,0.439,42.248,10.6,68.208,10.54,7/23/2009 4:00
146.462,6.99,0,6.142,42.04,10.6,71.384,10.73,7/23/2009 4:05
147.868,7.259,0,10.967,41.936,10.7,65.425,10.47,7/23/2009 4:10
135.209,8.818,0,7.458,42.248,10.8,74.974,10.9,7/23/2009 4:15
145.758,6.823,0,9.651,42.248,10.5,73.265,10.66,7/23/2009 4:20
143.648,7.762,0,11.406,41.936,10.6,71.128,10.64,7/23/2009 4:25
141.89,8.549,0,14.477,42.248,10.4,74.12,10.77,7/23/2009 4:30
140.132,9.572,0,14.477,41.832,10.6,70.474,10.56,7/23/2009 4:40
143.297,9.019,0,16.67,42.04,10.7,71.896,10.64,7/23/2009 4:45
145.758,7.175,0,22.812,41.832,10.6,72.959,10.7,7/23/2009 4:50
146.462,8.868,0,40.359,41.728,10.6,74.546,10.83,7/23/2009 4:55
136.264,10.025,0,56.151,42.04,10.6,71.477,10.8,7/23/2009 5:00
154.901,8.264,0,76.331,41.728,10.4,75.718,10.9,7/23/2009 5:05
107.429,8.6,0,85.105,41.832,10.5,72.834,10.86,7/23/2009 5:10
151.736,6.42,0,78.086,41.936,10.6,74.614,10.91,7/23/2009 5:15
162.637,8.281,0,82.034,41.936,10.6,78.339,11.19,7/23/2009 5:20
153.846,7.879,0,107.477,42.144,10.6,78.181,11.39,7/23/2009 5:25
153.143,7.527,0,111.425,41.936,10.6,78.395,11.22,7/23/2009 5:30
146.11,10.125,0,113.18,41.832,10.6,78.568,11.56,7/23/2009 5:35
140.132,7.393,0,164.067,41.832,10.3,78.23,11.62,7/23/2009 5:40
151.033,7.326,0,160.119,41.936,10.8,77.854,11.39,7/23/2009 5:45
154.901,7.242,0,106.161,41.936,10.3,77.258,11.32,7/23/2009 5:50
140.835,8.684,0,129.412,41.936,10.5,77.468,11.24,7/23/2009 5:55
149.275,8.248,0,155.294,42.144,10.5,77.999,11.6,7/23/2009 6:00
163.692,7.342,0,158.803,41.832,10.5,79.4,11.71,7/23/2009 6:05
134.154,8.231,0,159.242,41.624,10.6,77.184,11.45,7/23/2009 6:10
154.549,9.857,0,179.86,42.04,10.4,79.091,11.55,7/23/2009 6:15
138.725,12.003,0,187.318,42.04,10.6,78.265,11.55,7/23/2009 6:20
143.297,9.874,0,241.276,41.936,10.4,78.588,11.65,7/23/2009 6:25
155.604,6.571,0,260.578,41.936,10.6,78.359,11.87,7/23/2009 6:30
144.352,7.426,0,327.258,42.04,10.6,78.336,12,7/23/2009 6:35
146.462,7.963,0,359.72,42.04,10.5,78.56,12.22,7/23/2009 6:40
158.066,8.449,0,327.258,41.728,10.2,78.446,12.04,7/23/2009 6:45
144.352,7.644,0,332.522,42.144,10.4,78.884,11.86,7/23/2009 6:50
145.407,7.694,0,321.993,41.936,10.5,78.67,12.15,7/23/2009 6:55
147.165,9.471,0,364.107,42.04,10.5,77.917,12.52,7/23/2009 7:00
149.978,8.415,0,317.607,42.144,10.4,77.375,12.6,7/23/2009 7:05
149.978,7.024,0,323.748,41.624,10.5,77.606,12.73,7/23/2009 7:10
140.484,6.102,0,250.049,42.04,10.2,77.321,12.34,7/23/2009 7:15
155.604,7.795,0,284.267,41.936,10.3,78.296,12.28,7/23/2009 7:20
147.165,9.388,0,255.314,41.832,10.4,78.202,12.08,7/23/2009 7:25
149.978,6.722,0,248.295,41.832,10.7,77.83,12.11,7/23/2009 7:30
151.736,8.851,0,190.388,41.936,10.6,78.268,11.8,7/23/2009 7:35
129.582,9.203,0,130.728,41.936,10.4,74.255,11.7,7/23/2009 7:45
139.077,10.008,0,106.161,41.936,10.3,77.722,11.6,7/23/2009 7:50
153.143,6.169,0,156.171,41.936,10.4,77.044,11.75,7/23/2009 8:00
154.198,3.571,0,143.449,41.728,10.6,71.946,11.44,7/23/2009 8:05
147.165,5.079,0,139.501,41.936,10.4,77.562,11.92,7/23/2009 8:10
117.978,7.158,0,248.295,41.832,10.5,78.075,11.6,7/23/2009 8:15
152.791,3.722,0,162.313,41.936,10.4,77.209,11.93,7/23/2009 8:20
195.341,3.671,0,160.558,41.52,10.4,76.797,12.52,7/23/2009 8:30
141.89,4.928,0,157.487,41.832,10.4,77.744,12.18,7/23/2009 8:35
146.901,2.565,0,135.992,41.832,10.4,74.548,11.86,7/23/2009 8:40
143.297,3.051,0,107.477,42.04,10.5,76.112,12.06,7/23/2009 8:45
251.604,2.934,0,126.341,41.832,10.3,78.047,12.06,7/23/2009 8:50
216.44,4.811,0,142.133,41.936,10.4,76.904,12.54,7/23/2009 8:55
145.758,7.594,0,97.826,41.728,10.2,73.648,11.4,7/23/2009 9:00
166.857,5.012,0,89.053,42.144,10.5,69.113,11.18,7/23/2009 9:10
174.242,7.443,0,95.194,41.728,10.4,74.623,11.21,7/23/2009 9:15
148.571,3.789,0.254,113.18,42.04,10.5,63.877,11.04,7/23/2009 9:20
143.648,8.114,0,65.364,42.144,10.2,77.452,11.64,7/23/2009 9:25
147.868,9.321,0,121.954,41.936,10.2,73.905,11.25,7/23/2009 9:30
147.165,9.706,0,85.543,42.144,10.4,73.949,11.47,7/23/2009 9:35
151.033,5.901,0,118.444,42.144,10.3,77.454,12.01,7/23/2009 9:40
148.22,7.208,0,83.789,41.832,10.5,73.78,11.54,7/23/2009 9:45
144.44,6.722,0,59.222,42.04,10.4,68.324,11.02,7/23/2009 9:50
145.055,9.304,0,80.718,42.144,10.4,73.107,11.18,7/23/2009 9:55
147.868,5.985,0,64.048,42.248,10.6,63.912,10.75,7/23/2009 10:00
145.407,4.241,0,50.887,42.04,10.4,66.654,10.86,7/23/2009 10:05
157.011,4.426,0,87.737,41.832,10.3,70.125,10.98,7/23/2009 10:10
156.659,5.884,0.254,79.84,42.04,10.3,70.571,10.93,7/23/2009 10:15
146.11,5.314,0,110.109,41.936,10.3,53.978,10.46,7/23/2009 10:20
142.242,8.901,0.254,143.888,41.936,10.3,66.975,10.66,7/23/2009 10:25
147.516,5.884,0,64.486,42.04,10.4,55.953,10.34,7/23/2009 10:30
160.527,3.571,0,70.189,42.144,10.3,64.756,10.62,7/23/2009 10:35
172.132,4.794,0.254,95.633,42.352,10.3,70.441,10.81,7/23/2009 10:40
144.352,4.694,0,106.161,42.144,10.5,63.166,10.5,7/23/2009 10:45
178.813,5.281,0,157.926,42.144,10.3,60.531,10.56,7/23/2009 10:50
